date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1934-05-19,Philippines,Indonesia,3.0,2.0,Far Eastern Championship Games,Manila,Philippines,False
1953-06-20,Singapore,Philippines,3.0,1.0,Friendly,Kallang,Singapore,False
1954-05-03,Philippines,Vietnam,2.0,3.0,Asian Games,Manila,Philippines,False
1954-05-04,Myanmar,Singapore,1.0,1.0,Asian Games,Manila,Philippines,True
1954-05-08,Indonesia,Myanmar,4.0,5.0,Asian Games,Manila,Philippines,True
1954-11-01,Cambodia,Thailand,7.0,1.0,Friendly,Phnom Penh,Cambodia,False
1956-03-17,Malaysia,Cambodia,9.0,2.0,AFC Asian Cup qualification,Kuala Lumpur,Malaya,True
1956-04-24,Cambodia,Malaysia,3.0,2.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False
1957-08-31,Indonesia,Thailand,4.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-01,Cambodia,Thailand,0.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-01,Malaysia,Myanmar,5.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1957-09-03,Myanmar,Cambodia,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-03,Singapore,Thailand,6.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-05,Myanmar,Thailand,5.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-05,Cambodia,Singapore,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-07,Myanmar,Singapore,2.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1957-09-07,Malaysia,Indonesia,4.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1957-09-10,Singapore,Myanmar,2.0,1.0,Friendly,Singapore,Singapore,False
1957-10-31,Cambodia,Malaysia,1.0,3.0,Friendly,Phnom Penh,Cambodia,False
1958-03-01,Malaysia,Singapore,5.0,2.0,Friendly,Kuala Lumpur,Malaya,False
1958-03-02,Malaysia,Singapore,3.0,1.0,Friendly,Kuala Lumpur,Malaya,False
1958-05-03,Singapore,Malaysia,3.0,3.0,Friendly,Kallang,Singapore,False
1958-05-04,Singapore,Malaysia,0.0,3.0,Friendly,Kallang,Singapore,False
1958-05-09,Philippines,Indonesia,1.0,2.0,Friendly,Manila,Philippines,False
1958-05-13,Philippines,Indonesia,0.0,3.0,Friendly,Manila,Philippines,False
1958-05-25,Indonesia,Myanmar,4.0,2.0,Asian Games,Tokyo,Japan,True
1958-05-30,Indonesia,Philippines,5.0,2.0,Asian Games,Tokyo,Japan,True
1958-07-02,Singapore,Indonesia,0.0,5.0,Friendly,Kallang,Singapore,False
1958-07-03,Malaysia,Indonesia,2.0,4.0,Friendly,Kallang,Singapore,True
1958-08-30,Malaysia,Indonesia,3.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1958-08-31,Indonesia,Singapore,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1958-09-02,Malaysia,Singapore,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1959-05-11,Singapore,Malaysia,2.0,5.0,AFC Asian Cup qualification,Kallang,Singapore,False
1959-12-13,Malaysia,Myanmar,2.0,1.0,Southeast Asian Peninsular Games,Bangkok,Thailand,True
1959-12-14,Thailand,Malaysia,3.0,1.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1959-12-15,Thailand,Myanmar,5.0,2.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1960-04-20,Indonesia,Malaysia,5.0,0.0,Friendly,Surakarta,Indonesia,False
1960-08-07,Malaysia,Thailand,8.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1960-08-08,Indonesia,Singapore,8.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1961-08-02,Indonesia,Singapore,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1961-08-09,Indonesia,Thailand,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1961-08-12,Singapore,Thailand,5.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1961-08-13,Malaysia,Indonesia,1.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1961-10-23,Indonesia,Malaysia,1.0,3.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1961-12-11,Myanmar,Cambodia,4.0,0.0,Southeast Asian Peninsular Games,Rangoon,Burma,False
1961-12-12,Malaysia,Cambodia,4.0,0.0,Southeast Asian Peninsular Games,Rangoon,Burma,True
1961-12-13,Myanmar,Malaysia,1.0,2.0,Southeast Asian Peninsular Games,Rangoon,Burma,False
1961-12-14,Malaysia,Thailand,2.0,2.0,Southeast Asian Peninsular Games,Rangoon,Burma,True
1961-12-16,Myanmar,Malaysia,0.0,2.0,Southeast Asian Peninsular Games,Rangoon,Burma,False
1962-07-12,Singapore,Indonesia,1.0,2.0,Friendly,Kallang,Singapore,False
1962-08-26,Malaysia,Philippines,15.0,1.0,Asian Games,Jakarta,Indonesia,True
1962-08-27,Indonesia,Philippines,6.0,0.0,Asian Games,Jakarta,Indonesia,False
1962-08-28,Indonesia,Malaysia,2.0,3.0,Asian Games,Jakarta,Indonesia,False
1962-09-11,Indonesia,Singapore,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1962-09-12,Indonesia,Philippines,9.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1962-09-13,Malaysia,Myanmar,3.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1962-09-13,Philippines,Singapore,0.0,5.0,Merdeka Tournament,Kuala Lumpur,Malaya,True
1962-10-27,Malaysia,Thailand,4.0,2.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1962-10-28,Indonesia,Malaysia,2.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1962-10-30,Indonesia,Thailand,7.0,0.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1963-08-14,Malaysia,Thailand,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaya,False
1963-12-11,Malaysia,Thailand,3.0,1.0,AFC Asian Cup qualification,Saigon,Vietnam Republic,True
1964-08-22,Malaysia,Thailand,3.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1964-08-28,Malaysia,Myanmar,0.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1964-09-01,Cambodia,Thailand,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1964-09-05,Malaysia,Thailand,1.0,1.0,Merdeka Tournament,Ipoh,Malaysia,False
1965-08-06,Cambodia,Indonesia,0.0,0.0,Friendly,Pyongyang,North Korea,True
1965-08-22,Myanmar,Thailand,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1965-12-15,Myanmar,Singapore,1.0,0.0,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,True
1965-12-18,Malaysia,Myanmar,0.0,2.0,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,False
1965-12-22,Myanmar,Thailand,2.0,2.0,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,True
1966-08-13,Myanmar,Singapore,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1966-08-17,Myanmar,Thailand,3.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1966-08-19,Malaysia,Thailand,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1966-08-23,Malaysia,Myanmar,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1966-11-03,Malaysia,Thailand,1.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1966-12-10,Indonesia,Singapore,3.0,0.0,Asian Games,Bangkok,Thailand,True
1966-12-14,Thailand,Myanmar,1.0,1.0,Asian Games,Bangkok,Thailand,False
1966-12-15,Thailand,Singapore,0.0,2.0,Asian Games,Bangkok,Thailand,False
1966-12-15,Myanmar,Indonesia,2.0,2.0,Asian Games,Bangkok,Thailand,True
1966-12-18,Myanmar,Singapore,2.0,0.0,Asian Games,Bangkok,Thailand,True
1967-08-07,Indonesia,Philippines,6.0,0.0,AFC Asian Cup qualification,Taipei,Taiwan,True
1967-08-13,Indonesia,Singapore,4.0,1.0,Merdeka Tournament,Ipoh,Malaysia,True
1967-08-15,Myanmar,Singapore,3.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1967-08-19,Myanmar,Indonesia,5.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1967-08-20,Malaysia,Thailand,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1967-11-04,Malaysia,Thailand,3.0,2.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1967-11-16,Myanmar,Cambodia,1.0,0.0,AFC Asian Cup qualification,Yangon,Burma,False
1967-12-10,Thailand,Malaysia,4.0,0.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1967-12-11,Myanmar,Malaysia,2.0,1.0,Southeast Asian Peninsular Games,Bangkok,Thailand,True
1967-12-12,Thailand,Myanmar,0.0,1.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1968-08-14,Myanmar,Thailand,0.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1968-08-15,Indonesia,Singapore,4.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1968-08-17,Malaysia,Thailand,4.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-18,Malaysia,Myanmar,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-21,Myanmar,Indonesia,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1968-08-25,Malaysia,Myanmar,3.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-30,Singapore,Indonesia,1.0,0.0,Friendly,Kallang,Singapore,False
1968-11-20,Thailand,Singapore,3.0,0.0,King's Cup,Bangkok,Thailand,False
1968-11-21,Indonesia,Malaysia,1.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-22,Myanmar,Singapore,2.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-24,Myanmar,Indonesia,1.0,3.0,King's Cup,Bangkok,Thailand,True
1968-11-26,Indonesia,Singapore,7.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-26,Thailand,Malaysia,3.0,0.0,King's Cup,Bangkok,Thailand,False
1968-11-28,Indonesia,Malaysia,6.0,1.0,King's Cup,Bangkok,Thailand,True
1968-11-29,Thailand,Myanmar,0.0,2.0,King's Cup,Bangkok,Thailand,False
1968-12-01,Thailand,Malaysia,6.0,0.0,King's Cup,Bangkok,Thailand,False
1968-12-02,Myanmar,Indonesia,0.0,1.0,King's Cup,Bangkok,Thailand,True
1969-10-30,Malaysia,Thailand,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1969-10-31,Myanmar,Singapore,3.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1969-11-01,Indonesia,Thailand,4.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1969-11-06,Indonesia,Singapore,9.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1969-11-07,Malaysia,Myanmar,3.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1969-11-09,Myanmar,Singapore,9.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1969-11-09,Malaysia,Indonesia,2.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1969-11-19,Thailand,Malaysia,2.0,2.0,King's Cup,Bangkok,Thailand,False
1969-11-19,Indonesia,Singapore,2.0,3.0,King's Cup,Bangkok,Thailand,True
1969-12-08,Myanmar,Thailand,1.0,1.0,Southeast Asian Peninsular Games,Rangoon,Burma,False
1969-12-10,Malaysia,Thailand,0.0,3.0,Southeast Asian Peninsular Games,Rangoon,Burma,True
1969-12-13,Myanmar,Thailand,3.0,0.0,Southeast Asian Peninsular Games,Rangoon,Burma,False
1970-06-20,Malaysia,Singapore,5.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1970-08-01,Indonesia,Singapore,3.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1970-08-08,Singapore,Thailand,4.0,5.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1970-08-09,Malaysia,Myanmar,1.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1970-08-10,Indonesia,Thailand,6.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1970-08-15,Malaysia,Indonesia,4.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1970-10-29,Indonesia,Thailand,1.0,2.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1970-10-31,Malaysia,Thailand,1.0,4.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1970-11-01,Indonesia,Malaysia,1.0,3.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1970-11-09,Cambodia,Malaysia,1.0,1.0,King's Cup,Bangkok,Thailand,True
1970-11-10,Thailand,Singapore,3.0,1.0,King's Cup,Bangkok,Thailand,False
1970-11-13,Indonesia,Malaysia,3.0,0.0,King's Cup,Bangkok,Thailand,True
1970-11-15,Indonesia,Cambodia,4.0,1.0,King's Cup,Bangkok,Thailand,True
1970-11-18,Thailand,Indonesia,2.0,1.0,King's Cup,Bangkok,Thailand,False
1970-11-20,Indonesia,Malaysia,1.0,3.0,King's Cup,Bangkok,Thailand,True
1970-12-10,Myanmar,Cambodia,2.0,1.0,Asian Games,Bangkok,Thailand,True
1970-12-12,Myanmar,Malaysia,1.0,0.0,Asian Games,Bangkok,Thailand,True
1970-12-14,Malaysia,Cambodia,0.0,2.0,Asian Games,Bangkok,Thailand,True
1970-12-16,Thailand,Myanmar,2.0,2.0,Asian Games,Bangkok,Thailand,False
1970-12-19,Thailand,Indonesia,0.0,1.0,Asian Games,Bangkok,Thailand,False
1971-05-03,Cambodia,Malaysia,1.0,3.0,Korea Cup,Seoul,South Korea,True
1971-05-05,Cambodia,Thailand,3.0,4.0,Korea Cup,Seoul,South Korea,True
1971-05-08,Myanmar,Indonesia,3.0,1.0,Korea Cup,Seoul,South Korea,True
1971-05-08,Malaysia,Thailand,4.0,1.0,Korea Cup,Seoul,South Korea,True
1971-05-11,Myanmar,Malaysia,6.0,1.0,Korea Cup,Seoul,South Korea,True
1971-05-13,Indonesia,Malaysia,4.0,2.0,Korea Cup,Seoul,South Korea,True
1971-05-15,Malaysia,Thailand,0.0,3.0,Friendly,Taipei,Taiwan,True
1971-05-21,Thailand,Cambodia,1.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1971-05-26,Malaysia,Cambodia,2.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,True
1971-05-26,Thailand,Indonesia,0.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1971-05-30,Cambodia,Indonesia,2.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True
1971-05-30,Thailand,Malaysia,1.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1971-06-01,Malaysia,Indonesia,3.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True
1971-06-01,Thailand,Cambodia,4.0,2.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1971-06-05,Indonesia,Singapore,3.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
1971-06-07,Indonesia,Myanmar,1.0,1.0,Indonesia Tournament,Jakarta,Indonesia,False
1971-06-08,Cambodia,Malaysia,1.0,1.0,Indonesia Tournament,Jakarta,Indonesia,True
1971-06-09,Myanmar,Singapore,6.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1971-06-11,Myanmar,Malaysia,5.0,1.0,Indonesia Tournament,Jakarta,Indonesia,True
1971-06-11,Indonesia,Thailand,0.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
1971-06-12,Cambodia,Thailand,3.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1971-06-13,Indonesia,Cambodia,1.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
1971-06-14,Myanmar,Cambodia,8.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1971-06-14,Indonesia,Malaysia,2.0,1.0,Indonesia Tournament,Jakarta,Indonesia,False
1971-06-15,Cambodia,Malaysia,1.0,2.0,Indonesia Tournament,Jakarta,Indonesia,True
1971-06-16,Indonesia,Myanmar,0.0,1.0,Indonesia Tournament,Jakarta,Indonesia,False
1971-08-07,Myanmar,Singapore,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-07,Malaysia,Thailand,0.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1971-08-09,Myanmar,Indonesia,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-11,Indonesia,Philippines,3.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-13,Myanmar,Philippines,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-13,Indonesia,Singapore,4.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1971-08-15,Philippines,Singapore,4.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-17,Philippines,Thailand,3.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-21,Myanmar,Indonesia,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1971-08-23,Singapore,Malaysia,2.0,4.0,Friendly,Kallang,Singapore,False
1971-08-24,Philippines,Thailand,0.0,1.0,Friendly,Kallang,Singapore,True
1971-08-27,Singapore,Indonesia,3.0,2.0,Friendly,Kallang,Singapore,False
1971-10-28,Singapore,Thailand,0.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1971-10-30,Malaysia,Singapore,1.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1971-10-31,Singapore,Thailand,3.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1971-11-07,Thailand,Singapore,2.0,0.0,King's Cup,Bangkok,Thailand,False
1971-11-10,Indonesia,Malaysia,2.0,0.0,King's Cup,Bangkok,Thailand,True
1971-11-14,Thailand,Indonesia,1.0,0.0,King's Cup,Bangkok,Thailand,False
1971-12-12,Cambodia,Thailand,1.0,1.0,Southeast Asian Peninsular Games,Malaysia,Malaysia,True
1971-12-14,Malaysia,Thailand,4.0,2.0,Southeast Asian Peninsular Games,Malaysia,Malaysia,False
1971-12-14,Malaysia,Cambodia,3.0,0.0,Southeast Asian Peninsular Games,Malaysia,Malaysia,False
1971-12-15,Myanmar,Singapore,8.0,1.0,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,True
1971-12-17,Myanmar,Thailand,3.0,1.0,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,True
1971-12-18,Malaysia,Myanmar,1.0,2.0,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,False
1972-05-19,Thailand,Cambodia,2.0,2.0,AFC Asian Cup,Bangkok,Thailand,False
1972-06-05,Indonesia,Myanmar,1.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
1972-06-06,Cambodia,Singapore,3.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1972-06-08,Cambodia,Thailand,2.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1972-06-08,Philippines,Singapore,2.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1972-06-12,Philippines,Thailand,1.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1972-06-15,Myanmar,Malaysia,2.0,2.0,Indonesia Tournament,Jakarta,Indonesia,True
1972-06-19,Myanmar,Cambodia,0.0,3.0,Indonesia Tournament,Jakarta,Indonesia,True
1972-07-13,Indonesia,Singapore,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1972-07-14,Malaysia,Philippines,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1972-07-15,Singapore,Thailand,0.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1972-07-16,Cambodia,Philippines,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1972-07-19,Indonesia,Thailand,3.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1972-07-19,Malaysia,Cambodia,6.0,1.0,Merdeka Tournament,Ipoh,Malaysia,False
1972-07-29,Philippines,Thailand,0.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1972-08-02,Indonesia,Philippines,3.0,0.0,Friendly,Kallang,Singapore,True
1972-08-08,Cambodia,Indonesia,0.0,5.0,Friendly,Kallang,Singapore,True
1972-09-20,Cambodia,Malaysia,0.0,1.0,Korea Cup,Seoul,South Korea,True
1972-09-21,Myanmar,Philippines,4.0,0.0,Korea Cup,Seoul,South Korea,True
1972-09-22,Malaysia,Thailand,1.0,1.0,Korea Cup,Seoul,South Korea,True
1972-09-23,Myanmar,Indonesia,1.0,1.0,Korea Cup,Seoul,South Korea,True
1972-09-23,Philippines,Singapore,0.0,5.0,Korea Cup,Seoul,South Korea,True
1972-09-24,Cambodia,Thailand,0.0,0.0,Korea Cup,Seoul,South Korea,True
1972-09-25,Myanmar,Singapore,1.0,0.0,Korea Cup,Seoul,South Korea,True
1972-09-27,Cambodia,Philippines,1.0,0.0,Korea Cup,Seoul,South Korea,True
1972-09-28,Indonesia,Malaysia,3.0,1.0,Korea Cup,Seoul,South Korea,True
1972-09-28,Singapore,Thailand,1.0,4.0,Korea Cup,Seoul,South Korea,True
1972-09-30,Myanmar,Indonesia,3.0,1.0,Korea Cup,Seoul,South Korea,True
1972-10-28,Cambodia,Singapore,0.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1972-10-29,Cambodia,Malaysia,1.0,0.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1972-11-01,Malaysia,Singapore,1.0,3.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1972-11-18,Thailand,Singapore,4.0,0.0,King's Cup,Bangkok,Thailand,False
1972-11-20,Indonesia,Singapore,1.0,2.0,King's Cup,Bangkok,Thailand,True
1972-11-20,Thailand,Malaysia,0.0,2.0,King's Cup,Bangkok,Thailand,False
1972-11-22,Malaysia,Singapore,2.0,0.0,King's Cup,Bangkok,Thailand,True
1972-11-24,Thailand,Indonesia,3.0,0.0,King's Cup,Bangkok,Thailand,False
1972-11-26,Indonesia,Malaysia,0.0,2.0,King's Cup,Bangkok,Thailand,True
1972-11-28,Thailand,Malaysia,0.0,1.0,King's Cup,Bangkok,Thailand,False
1973-05-23,Thailand,Malaysia,0.0,2.0,FIFA World Cup qualification,Seoul,South Korea,True
1973-06-12,Myanmar,Malaysia,2.0,2.0,Indonesia Tournament,Jakarta,Indonesia,True
1973-06-14,Indonesia,Malaysia,2.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
1973-06-18,Indonesia,Myanmar,0.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
1973-07-26,Cambodia,Singapore,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1973-07-30,Myanmar,Singapore,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1973-08-03,Malaysia,Thailand,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1973-08-03,Malaysia,Cambodia,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1973-08-06,Cambodia,Thailand,1.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1973-08-10,Cambodia,Singapore,0.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1973-08-10,Malaysia,Myanmar,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1973-09-01,Singapore,Thailand,1.0,0.0,Southeast Asian Peninsular Games,Singapore,Singapore,False
1973-09-02,Malaysia,Thailand,1.0,1.0,Southeast Asian Peninsular Games,Singapore,Singapore,True
1973-09-04,Singapore,Malaysia,0.0,0.0,Southeast Asian Peninsular Games,Singapore,Singapore,False
1973-09-06,Myanmar,Malaysia,1.0,0.0,Southeast Asian Peninsular Games,Singapore,Singapore,True
1973-09-07,Singapore,Malaysia,0.0,3.0,Southeast Asian Peninsular Games,Singapore,Singapore,False
1973-09-22,Myanmar,Thailand,2.0,2.0,Korea Cup,Seoul,South Korea,True
1973-09-24,Malaysia,Thailand,5.0,1.0,Korea Cup,Seoul,South Korea,True
1973-09-26,Myanmar,Malaysia,1.0,3.0,Korea Cup,Seoul,South Korea,True
1973-09-26,Indonesia,Cambodia,2.0,3.0,Korea Cup,Seoul,South Korea,True
1973-09-28,Cambodia,Malaysia,2.0,0.0,Korea Cup,Seoul,South Korea,True
1973-09-30,Myanmar,Cambodia,0.0,0.0,Korea Cup,Seoul,South Korea,True
1973-11-03,Malaysia,Singapore,2.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1973-12-15,Thailand,Myanmar,2.0,1.0,King's Cup,Bangkok,Thailand,False
1973-12-17,Myanmar,Singapore,6.0,1.0,King's Cup,Bangkok,Thailand,True
1973-12-19,Thailand,Singapore,3.0,0.0,King's Cup,Bangkok,Thailand,False
1973-12-20,Cambodia,Malaysia,2.0,3.0,King's Cup,Bangkok,Thailand,True
1973-12-23,Thailand,Malaysia,0.0,1.0,King's Cup,Bangkok,Thailand,False
1973-12-25,Thailand,Myanmar,1.0,0.0,King's Cup,Bangkok,Thailand,False
1974-05-16,Myanmar,Thailand,2.0,1.0,Korea Cup,Seoul,South Korea,True
1974-05-20,Myanmar,Cambodia,6.0,0.0,Korea Cup,Seoul,South Korea,True
1974-06-01,Indonesia,Myanmar,2.0,4.0,Indonesia Tournament,Jakarta,Indonesia,False
1974-06-03,Myanmar,Malaysia,3.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True
1974-06-07,Indonesia,Malaysia,4.0,3.0,Indonesia Tournament,Jakarta,Indonesia,False
1974-07-26,Indonesia,Thailand,1.0,2.0,Merdeka Tournament,Ipoh,Malaysia,True
1974-07-28,Indonesia,Singapore,5.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1974-07-30,Singapore,Thailand,1.0,1.0,Merdeka Tournament,Ipoh,Malaysia,True
1974-08-01,Malaysia,Thailand,3.0,2.0,Merdeka Tournament,Ipoh,Malaysia,False
1974-09-07,Malaysia,Philippines,11.0,0.0,Asian Games,Tehran,Iran,True
1974-11-03,Cambodia,Thailand,2.0,2.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1974-12-10,Thailand,Malaysia,0.0,2.0,King's Cup,Bangkok,Thailand,False
1974-12-12,Malaysia,Singapore,0.0,0.0,King's Cup,Bangkok,Thailand,True
1974-12-14,Thailand,Singapore,2.0,1.0,King's Cup,Bangkok,Thailand,False
1974-12-16,Thailand,Malaysia,4.0,1.0,King's Cup,Bangkok,Thailand,False
1974-12-18,Thailand,Cambodia,1.0,0.0,King's Cup,Bangkok,Thailand,False
1974-12-20,Cambodia,Malaysia,0.0,3.0,King's Cup,Bangkok,Thailand,True
1975-03-15,Thailand,Indonesia,3.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1975-03-18,Thailand,Malaysia,0.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1975-03-20,Malaysia,Indonesia,0.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-05-15,Myanmar,Thailand,4.0,1.0,Korea Cup,Seoul,South Korea,True
1975-06-12,Indonesia,Thailand,5.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False
